id,description
ABS_CENSUS2011_T29,"Australia/State/SA4/SA3/SA2 based data for Family Composition and Labour Force Status Of Parent(S)/Partners by Total Family Income (Weekly), Time Series Profiles Table T29, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0"
ABS_CENSUS2011_T29_LGA,"LGA2011 based data for Family Composition and Labour Force Status Of Parent(S)/Partners by Total Family Income (Weekly), Time Series Profiles Table T29, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_CENSUS2011_T30,"Australia/State/SA4/SA3/SA2 based data for Non-School Qualification: Level of Education by Age by Sex, Time Series Profiles Table T30, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0"
ABS_CENSUS2011_T30_LGA,"LGA2011 based data for Non-School Qualification: Level of Education by Age by Sex, Time Series Profiles Table T30, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_CENSUS2011_T31,"Australia/State/SA4/SA3/SA2 based data for Non-School Qualification: Field of Study by Age by Sex,Time Series Profiles Table T30, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0"
ABS_CENSUS2011_T31_LGA,"LGA2011 based data for Non-School Qualification: Field of Study by Age by Sex,Time Series Profiles Table T30, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_CENSUS2011_T32,"Australia/State/SA4/SA3/SA2 based data for Labour Force Status by Age by Sex, Time Series Profiles Table T32, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0"
ABS_CENSUS2011_T32_LGA,"LGA2011 based data for Labour Force Status by Age by Sex, Time Series Profiles Table T32, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_CENSUS2011_T33,"Australia/State/SA4/SA3/SA2 based data for Industry of Employment by Sex, Time Series Profiles Table T33, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0"
ABS_CENSUS2011_T33_LGA,"LGA2011 based data for Industry of Employment by Sex, Time Series Profiles Table T33, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_CENSUS2011_T34,"Australia/State/SA4/SA3/SA2 based data for Occupation by Sex, Time Series Profiles Table T34, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 2916.0"
ABS_CENSUS2011_T34_LGA,"LGA2011 based data for Occupation by Sex, Time Series Profiles Table T34, for 2011 Census. Unit of measure: Count of all persons on Census night, based on place of usual residence. Excludes Overseas Visitors. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2916.0"
ABS_DEM_QIM,"Quarterly interstate migration is estimated using administrative data. Interstate migration is estimated based on a combination of Census data (usual address one year ago), Medicare change of address data, and Department of Defence records (for military personnel only). Unit of measure: Persons. Geographic coverage: ASGS2011 LGA2016. Catalogue number: 3101.0"
ABS_ERP_ASGS,"The estimated resident population (ERP) is the official measure of the Australian population. Contains annual ERP by country of birth, age and sex at the Australia level. At the state/territory level it is available for Census years only. Unit of measure: Persons. Geographic coverage: ASGS2011 Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 3235.0"
ABS_ERP_COB_STATE,"Statistics on Australia's estimated resident population by country of birth by state/territory, age and sex, as at 30 June each Census year from 1996. Unit of measure: Persons. Geographic coverage: Australia/State. Catalogue number: 3409.0"
ABS_ERP_COMP_LGA,"The estimated resident population (ERP) is the official measure of the Australian population. Contains annual ERP by country of birth, age and sex at the Australia level. At the state/territory level it is available for Census years only. Unit of measure: Persons. Geographic coverage: LGA2017. Catalogue number: 3218.0"
ABS_ERP_COMP_LGA2018,"The estimated resident population (ERP) is the official measure of the Australian population. Contains annual ERP by country of birth, age and sex at the Australia level. At the state/territory level it is available for Census years only. Unit of measure: Persons. Geographic coverage: LGA2018. Catalogue number: 3218.0"
ABS_ERP_LGA2016,"The estimated resident population (ERP) is the official measure of the Australian population. Contains annual ERP by country of birth, age and sex at the Australia level. At the state/territory level it is available for Census years only. Unit of measure: Persons. Geographic coverage: LGA2016. Catalogue number: 3235.0"
ABS_ERP_LGA2017,"The estimated resident population (ERP) is the official measure of the Australian population. Contains annual ERP by country of birth, age and sex at the Australia level. At the state/territory level it is available for Census years only. Unit of measure: Persons. Geographic coverage: LGA2017. Catalogue number: 3235.0"
ABS_ERP_LGA2018,"The estimated resident population (ERP) is the official measure of the Australian population. Contains annual ERP by country of birth, age and sex at the Australia level. At the state/territory level it is available for Census years only. Unit of measure: Persons. Geographic coverage: LGA2018. Catalogue number: 3235.0"
ABS_FAMILY_PROJ,"Projected number of households and families in Australia by state and capital city / rest of state for the period 2016 to 2041. Unit of measure: Families, Persons. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 3236.0"
ABS_HH_PROV,"Projected number of households and families in Australia by state and capital city / rest of state for the period 2016 to 2041. Unit of measure: Households. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 3236.0"
ABS_INTERNET_ACCESS,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_INTERNET_COMMERCE,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_IT_BARRIER,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_IT_BUS_STRUC,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_IT_FINANCE,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_IT_INNOVATION,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_IT_MKTCOMP,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_IT_PERF,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_IT_SKILLS,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_IT_SUPPORT,"Business Characteristics Survey (BCS) is an annual survey integarted into both the ABS's Business Characteristics Longitudinal Statistics (BCLS) and the production of point in time estimates for: use of information technology; innovation; and a broad range of other non-financial business characteristics. Unit of measure: Percentage of businesses unless specified. Geographic coverage: Australia/State. Catalogue number: 8167.0"
ABS_LABOUR_ACCT,"Australian Labour Account integrates labour market data from different sources into coherent and consistent statistics. It consists of four central quadrants of Jobs, Persons, Hours and Payments. Data is available quarterly for the industry divisions by ANZSIC. Unit of measure: Persons, jobs, hours and dollars. Geographic coverage: Australia/State. Catalogue number: 6150.0.55.003"
ABS_LABOUR_ACCT_UNBAL,"Provides quarterly time series data, consisting of four quadrants: Jobs, Persons, Labour Volume and Labour Payments. Unit of measure: Persons, jobs, hours and dollars. Geographic coverage: Australia/State. Catalogue number: 6150.0.55.003"
ABS_LAMPS,"Detailed information on agricultural land management practices used on Australian farms. Data are published biennially at National and state/territory and Australian Agricultural Environments (AAE) regional levels. Unit of measure: Hectares for all land measurement; Tonnes; Number (eg. head of livestock and business or activity counts); Kilograms (animal weights); Litres (fertiliser applied); Age in months (livestock); Days. Geographic coverage: Australia/State/AAE. Catalogue number: 4630.0"
ABS_LAMPS2014,"Detailed information on agricultural land management practices used on Australian farms. Data are published biennially at various geographic levels. Unit of measure: Hectares for all land measurement; Tonnes; Number (eg. head of livestock and business or activity counts); Kilograms (animal weights); Litres (fertiliser applied); Age in months (livestock); Days. Geographic coverage: Australia/State/AAE. Catalogue number: 4630.0"
ABS_LAND_COVER,"Estimates for 8 Natural Resource Management (NRM) regions in South Australia. Data on land use, land cover and land value is presented for 2006 and 2011 including change between these periods. Compiled from administrative by-product information and satellite imagery. Unit of measure: Hectaress. Geographic coverage: Australia/State. Catalogue number: 4609.4.55.001"
ABS_LAND_USE,"Information on the different types of land management practices undertaken by agricultural businesses. Data presented at the Australian, State and Regional (Australian Agricultural Environments) levels. Unit of measure: Hectaress. Geographic coverage: Australia/State. Catalogue number: 4630.0"
ABS_MONETARY_ACCOUNT,"Estimates for 8 Natural Resource Management (NRM) regions in South Australia. Data on land use, land cover and land value is presented for 2006 and 2011 including change between these periods. Compiled from administrative by-product information and satellite imagery. Unit of measure: AUD. Geographic coverage: Australia/State. Catalogue number: 4609.4.55.001"
ABS_NOM_VISA_CY,"Statistics on Australia's international immigration and emigration by state/territory and major visa groupings for calendar years from 2004. Unit of measure: Persons. Geographic coverage: Australia/State. Catalogue number: 3407.0"
ABS_NOM_VISA_FY,"Statistics on Australia's international immigration and emigration by state/territory and major visa groupings for financial years from 2005. Unit of measure: Persons. Geographic coverage: Australia/State. Catalogue number: 3407.0"
ABS_PERSONS_PROJ,"Projected number of households and families in Australia by state and capital city / rest of state for the period 2021 to2046.Unit of measure: Households. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 3236.0"
ABS_PHYSICAL_ACCOUNT_LC,"Estimates for 8 Natural Resource Management (NRM) regions in South Australia. Data on land use, land cover and land value is presented for 2006 and 2011 including change between these periods. Compiled from administrative by-product information and satellite imagery. Unit of measure: Hectares. Geographic coverage: Australia/State. Catalogue number: 4609.4.55.001"
ABS_PHYSICAL_ACCOUNT_LU,"Estimates for 8 Natural Resource Management (NRM) regions in South Australia. Data on land use, land cover and land value is presented for 2006 and 2011 including change between these periods. Compiled from administrative by-product information and satellite imagery. Unit of measure: Hectares. Geographic coverage: Australia/State. Catalogue number: 4609.4.55.001"
ABS_REGIONAL_ASGS2016,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data presented as time series where available. Unit of measure: Various. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 1410.0"
ABS_REGIONAL_ASGS2021,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data presented as time series where available. Unit of measure: Various. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 1410.0"
ABS_REGIONAL_INDIGENOUS,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data presented as time series where available. Unit of measure: Various. Geographic coverage: Indigenous Regions. Catalogue number: 1410.0"
ABS_REGIONAL_INDIGENOUS_2021,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data presented as time series where available. Unit of measure: Various. Geographic coverage: Indigenous Regions, Indigenous Areas and Indigenous Locations. Catalogue number: 1410.0"
ABS_REGIONAL_LGA2017,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data is available for Local Government Areas (LGA) and other larger geographies. Data presented as time series where available. Unit of measure: Various. Geographic coverage: LGA2017. Catalogue number: 1410.0"
ABS_REGIONAL_LGA2018,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data is available for Local Government Areas (LGA) and other larger geographies. Data presented as time series where available. Unit of measure: Various. Geographic coverage: LGA2018. Catalogue number: 1410.0"
ABS_REGIONAL_LGA2019,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data is available for Local Government Areas (LGA) and other larger geographies. Data presented as time series where available. Unit of measure: Various. Geographic coverage: LGA2019. Catalogue number: 1410.0"
ABS_REGIONAL_LGA2020,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data is available for Local Government Areas (LGA) and other larger geographies. Data presented as time series where available. Unit of measure: Various. Geographic coverage: LGA2020. Catalogue number: 1410.0"
ABS_REGIONAL_LGA2021,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data is available for Local Government Areas (LGA) and other larger geographies. Data presented as time series where available. Unit of measure: Various. Geographic coverage: LGA2021. Catalogue number: 1410.0"
ABS_REGIONAL_MIGRATION,"Net regional internal migration (RIME) is the net gain or loss of population through the movement of people from one location to another within Australia. Net regional overseas migration (ROME) is the net gain or loss of population through immigration to or emigration from Australia. RIME and ROME are prepared for sub-state regions and capture moves over each financial year from 2016-17 on an annual basis. Unit of measure: Persons. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 3235.0"
ABS_REGIONAL_REMOTENESS,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data is available for Local Government Areas (LGA) and other larger geographies. Data presented as time series where available. Unit of measure: Various. Geographic coverage: Remoteness Areas. Catalogue number: 1410.0"
ABS_REGIONAL_REMOTENESS_ASGS2021,"Data by region (DBR) topics include population, economy, industry, income, employment, education and health. DBR is intended for users interested in the characteristics of regions and in comparing regions across Australia. Data is available for Local Government Areas (LGA) and other larger geographies. Data presented as time series where available. Unit of measure: Various. Geographic coverage: Remoteness Areas. Catalogue number: 1410.0"
ABS_SEIFA2016_LGA,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: LGA2016. Catalogue number: 2033.0.55.001"
ABS_SEIFA2016_POA,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Postal Areas are an ABS approximation of postcodes (post codes) created to enable the release of ABS data on areas that, as closely as possible, approximate postcodes. This enables the comparison of ABS data with other data collected using postcodes as the geographic reference. Unit of measure: Index. Geographic coverage: ASGS2011 Postal Code Area (POA). Catalogue number: 2033.0.55.001"
ABS_SEIFA2016_SA1,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: Australia/State/SA1. Catalogue number: 2033.0.55.001"
ABS_SEIFA2016_SA2,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2033.0.55.001"
ABS_SEIFA2016_SSC,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: ASGS 2016 State Suburb Code (SSC). Catalogue number: 2033.0.55.001"
ABS_SEIFA2021_LGA,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: LGA2016. Catalogue number: 2033.0.55.001"
ABS_SEIFA2021_POA,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Postal Areas are an ABS approximation of postcodes (post codes) created to enable the release of ABS data on areas that, as closely as possible, approximate postcodes. This enables the comparison of ABS data with other data collected using postcodes as the geographic reference. Unit of measure: Index. Geographic coverage: ASGS2011 Postal Code Area (POA). Catalogue number: 2033.0.55.001"
ABS_SEIFA2021_SA1,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: Australia/State/SA1. Catalogue number: 2033.0.55.001"
ABS_SEIFA2021_SA2,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2033.0.55.001"
ABS_SEIFA2021_SAL,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: ASGS 2021 State Suburb Code (SAL). Catalogue number: 2033.0.55.001"
ABS_SEIFA_LGA,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: LGA2011. Catalogue number: 2033.0.55.001"
ABS_SEIFA_SA2,"Consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: Australia/State/GCCSA/SA4/SA3/SA2. Catalogue number: 2033.0.55.001"
ABS_SEIFA_SLA,"Socio-Economic Indexes for Areas (SEIFA) ranks areas in Australia according to relative socio-economic advantage and disadvantage. It consists of four indexes based on Census data: Index of Relative Socio-economic Disadvantage (IRSD); Index of Relative Socio-economic Advantage and Disadvantage (IRSAD); Index of Education and Occupation (IEO) and Index of Economic Resources (IER). Each index is a summary of a different subset of Census variables and focuses on a different aspect of socio-economic advantage and disadvantage. Unit of measure: Index. Geographic coverage: ASGS 2011 SLA. Catalogue number: 2033.0.55.001"
ABS_SU_TABLE_2018,"Supply-use tables are building blocks for the Australian System of National Accounts as they are used to ensure GDP is balanced for all three approaches (production, expenditure and income) and provide the annual benchmarks (levels) from which the quarterly estimates are compiled. Unit of measure: AUD. Geographic coverage: Australia. Catalogue number: 5217.0"
ABS_SU_TABLE_2020,"Supply-use tables are building blocks for the Australian System of National Accounts as they are used to ensure GDP is balanced for all three approaches (production, expenditure and income) and provide the annual benchmarks (levels) from which the quarterly estimates are compiled. Unit of measure: AUD. Geographic coverage: Australia. Catalogue number: 5217.0"
ABS_SU_TABLE_2021,"Supply-use tables are building blocks for the Australian System of National Accounts as they are used to ensure GDP is balanced for all three approaches (production, expenditure and income) and provide the annual benchmarks (levels) from which the quarterly estimates are compiled. Unit of measure: AUD. Geographic coverage: Australia. Catalogue number: 5217.0"
ABS_SU_TABLE_2022,"Supply-use tables are building blocks for the Australian System of National Accounts as they are used to ensure GDP is balanced for all three approaches (production, expenditure and income) and provide the annual benchmarks (levels) from which the quarterly estimates are compiled. Unit of measure: AUD. Geographic coverage: Australia. Catalogue number: 5217.0"
ABS_SU_TABLE_2023,"Supply-use tables are building blocks for the Australian System of National Accounts as they are used to ensure GDP is balanced for all three approaches (production, expenditure and income) and provide the annual benchmarks (levels) from which the quarterly estimates are compiled. Unit of measure: AUD. Geographic coverage: Australia. Catalogue number: 5217.0"
AG_BROADACRE,"Statistics on the production and value of a range of broadacre crops. Catalogue number 7134.0"
AG_HORTICULTURE,"Statistics on the production and value of a range of horticultural crops. Catalogue number 7133.0"
ALC,"Estimates of apparent consumption of alcohol based on the availability of alcoholic beverages in Australia. Estimates of the quantity of pure alcohol available for consumption from beer, wine, spirits, Ready to Drink (pre-mixed) beverages (RTDs) and cider, and estimate total volume of beer and wine available for consumption. Unit of measure: Litres. Geographic coverage: Australia. Catalogue number: 4307.0.55.001"
AMLPS_PART_2017,"Statistics from all eligible Australians on the Commonwelath Electoral Roll, about their views on whether or not the law should be changed to allow same-sex couples to marry. Unit of measure: Persons Responses Percent. Geographic coverage: Australia/CED2017. Catalogue number: 1800.0"
AMLPS_RESP_2017,"Statistics from all eligible Australians on the Commonwelath Electoral Roll, about their views on whether or not the law should be changed to allow same-sex couples to marry. Unit of measure: Persons Responses Percent. Geographic coverage: Australia/CED2017. Catalogue number: 1800.0"
ANA_AGG,"Headline statistics from the quarterly national accounts. Includes gross domestic product (GDP), GDP per capita, real income measures, and the household saving ratio"
ANA_EXP,"Quarterly estimates of the Expenditure approach of Gross Domestic Product (GDP (E)), measured in chain volume measures and current prices. Includes household and government expenditure, private and public sector investment, changes in inventories, and exports and imports of goods and services"
ANA_INC,"Quarterly estimates of the Income approach of measuring Gross Domestic Product (GDP (I)), measured in current prices. Includes estimates of compensation of employees, gross operating surplus, gross mixed income, and taxes less subsidies on production and imports"
ANA_IND_GVA,"Quarterly estimates of the Production approach of measuring Gross Domestic Product (GDP (P)), measured in chain volume measures. Includes estimates of gross value added by industry and subdivision, and taxes less subsidies on products"
ANA_SFD,"Quarterly estimates of state final demand (SFD) and component series, measured in chain volume measures. Includes household and government expenditure, private and public sector investment, and compensation of employees by state"
ATSI_BIRTHS_SUMM,"Contains statistics on live births and fertility for Australia, states and territories, based on calendar year of registration data. Information on characteristics of the mother and child include place of usual residence, sex, Indigenous status, age, marital status and country of birth of parents. Unit of measure: Births Age Percent. Geographic coverage: Australia/State. Catalogue number: 3301.0"
ATSI_FERTILITY,"Contains statistics on live births and fertility for Australia, states and territories, based on calendar year of registration data. Information on characteristics of the mother and child include place of usual residence, sex, Indigenous status, age, marital status and country of birth of parents. Unit of measure: Births Age Percent. Geographic coverage: Australia/State. Catalogue number: 3301.0"
AUSTRALIAN_INDUSTRY,"Annual estimates of key economic and financial performance of industries in Australia, including income, expenses and profit measures."
AWE,"Survey conducted biannually, in May and November, to measure the level of average gross weekly earnings associated with employees. While AWE is not designed to produce movement in earnings data, the frequency of collection supports a time series of these level estimates. Unit of measure: AUD. Geographic coverage: Australia/State. Catalogue number: 6302.0"
BA_GCCSA,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work. It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Unit of measure: AUD Number. Geographic coverage: Australia/State/GCCSA. Catalogue number: 8731.0"
BA_LGA2018,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work . It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Unit of measure: AUD Number. Geographic coverage: LGA2018. Catalogue number: 8731.0"
BA_LGA2019,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work . It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Unit of measure: AUD Numbe. Geographic coverage: LGA2019. Catalogue number: 8731.0"
BA_LGA2020,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work . It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Unit of measure: AUD Numbe. Geographic coverage: LGA2020. Catalogue number: 8731.0"
BA_LGA2021,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work. It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Reference period: 2020-21. Unit of measure: AUD Number Percent. Geographic coverage: LGA2021. Catalogue number: 8731.0"
BA_LGA2022,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work. It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Reference period: 2020-21. Unit of measure: AUD Number Percent. Geographic coverage: LGA2022. Catalogue number: 8731.0"
BA_LGA2023,"The monthly Building Approvals (BAPS) collects data relating to residential and non-residential building work. It provides estimates of future building activity and the sampling framework for the quarterly Building Activity Survey, which is a major contributor to the quarterly National Accounts estimates. Reference period: 2020-21. Unit of measure: AUD Number Percent. Geographic coverage: LGA2022. Catalogue number: 8731.0"
